,timestamp,open,high,low,close,volume
479,2020-05-20,295.82,297.87,295.57,296.93,85279592
480,2020-05-19,294.35,296.21,291.95,291.97,94317356
481,2020-05-18,293.05,296.75,292.7,295.0,119719465
482,2020-05-15,282.37,286.33,281.34,286.28,111015834
483,2020-05-14,278.95,285.11,272.99,284.97,121473094
484,2020-05-13,286.06,287.19,278.96,281.6,144035915
485,2020-05-12,293.79,294.24,286.52,286.67,94484342
486,2020-05-11,290.34,294.0,289.88,292.5,78982891
487,2020-05-08,291.09,292.95,289.86,292.44,76446082
488,2020-05-07,287.75,289.78,287.13,287.68,74788296
489,2020-05-06,288.04,288.46,283.78,284.25,72980387
490,2020-05-05,286.64,289.25,283.71,286.19,79199214
491,2020-05-04,280.74,283.9,279.13,283.57,80462952
492,2020-05-01,285.31,290.66,281.52,282.79,125045778
493,2020-04-30,291.71,293.32,288.59,290.48,121537052
494,2020-04-29,291.53,294.88,290.41,293.21,118066585
495,2020-04-28,291.02,291.4,285.4,285.73,104797847
496,2020-04-27,285.12,288.27,284.62,287.05,77516422
497,2020-04-24,280.73,283.7,278.5,282.97,85042563
498,2020-04-23,280.49,283.94,278.75,279.08,103685412
499,2020-04-22,278.35,281.0,276.91,279.1,92831657
500,2020-04-21,276.73,278.04,272.02,273.04,125772551
501,2020-04-20,282.61,286.79,281.35,281.59,99323028
502,2020-04-17,285.38,287.3,282.4,286.64,146455688
503,2020-04-16,279.15,280.03,275.76,279.1,126144324
504,2020-04-15,277.57,283.94,275.46,277.76,121155983
505,2020-04-14,280.98,284.9,275.51,283.79,133510280
506,2020-04-13,277.14,277.51,271.41,275.66,114353986
507,2020-04-09,277.58,281.2,275.47,278.2,189948139
508,2020-04-08,267.96,276.0,265.25,274.03,152670223
509,2020-04-07,274.21,275.03,264.89,265.13,199187791
510,2020-04-06,257.84,267.0,248.17,264.86,186692564
511,2020-04-03,250.76,253.32,245.22,248.19,134538553
512,2020-04-02,245.19,252.68,244.59,251.83,176669824
513,2020-04-01,247.98,257.66,243.9,246.15,188373330
514,2020-03-31,260.56,263.33,256.22,257.75,193290928
515,2020-03-30,255.7,262.43,253.53,261.65,171274407
516,2020-03-27,253.27,260.81,251.05,253.42,223871285
517,2020-03-26,249.52,262.8,249.05,261.2,256107410
518,2020-03-25,244.87,256.35,239.75,246.79,297989659
519,2020-03-24,234.42,244.1,233.8,243.15,233038623
520,2020-03-23,228.19,229.68,218.26,222.95,323100167
521,2020-03-20,242.53,244.47,228.5,228.8,344276957
522,2020-03-19,239.25,247.38,232.22,240.51,288124389
523,2020-03-18,236.25,248.37,228.02,240.0,324845381
524,2020-03-17,245.04,256.17,237.07,252.8,260566279
525,2020-03-16,241.18,256.9,237.36,239.85,295019288
526,2020-03-13,263.09,271.48,248.52,269.32,326142197
527,2020-03-12,256.0,266.66,247.68,248.11,389612072
528,2020-03-11,280.7,281.94,270.88,274.36,254604444
529,2020-03-10,284.64,288.52,273.5,288.42,274894230
530,2020-03-09,275.3,284.19,273.45,274.23,305980554
531,2020-03-06,293.15,298.78,290.23,297.46,228315219
532,2020-03-05,304.98,308.47,300.01,302.46,185533970
533,2020-03-04,306.12,313.1,303.33,312.86,175893889
534,2020-03-03,309.5,313.84,297.57,300.24,298851919
535,2020-03-02,298.21,309.16,294.46,309.09,237377617
536,2020-02-28,288.7,297.89,285.54,296.26,384911854
537,2020-02-27,305.46,311.56,297.51,297.51,282544492
538,2020-02-26,314.18,318.11,310.7,311.5,192818004
539,2020-02-25,323.94,324.61,311.69,312.65,217564684
540,2020-02-24,323.14,333.56,321.24,322.42,160991237
541,2020-02-21,335.47,335.81,332.58,333.48,113656552
542,2020-02-20,337.74,338.64,333.68,336.95,73891268
543,2020-02-19,337.79,339.08,337.48,338.34,48587393
544,2020-02-18,336.51,337.67,335.21,336.73,57195407
545,2020-02-14,337.51,337.73,336.2,337.6,64518123
546,2020-02-13,335.86,338.12,335.56,337.06,54038002
547,2020-02-12,336.83,337.65,336.43,337.42,42844434
548,2020-02-11,336.16,337.02,334.68,335.26,54773045
549,2020-02-10,331.23,334.75,331.19,334.68,41779456
550,2020-02-07,332.82,333.99,331.6,332.2,64074382
551,2020-02-06,333.91,334.19,332.8,333.98,49982975
552,2020-02-05,332.27,333.09,330.67,332.86,64864742
553,2020-02-04,328.07,330.01,327.72,329.06,61704740
554,2020-02-03,323.35,326.16,323.22,324.12,68931216
555,2020-01-31,327.0,327.17,320.73,321.73,113659402
556,2020-01-30,324.36,327.91,323.54,327.68,75184385
557,2020-01-29,328.38,328.63,326.4,326.62,53714641
558,2020-01-28,325.06,327.85,323.6,326.89,63519891
559,2020-01-27,323.03,325.12,322.66,323.5,83797934
560,2020-01-24,332.44,332.53,327.36,328.77,87465785
561,2020-01-23,330.63,332.17,329.41,331.72,51828259
562,2020-01-22,332.24,332.95,331.17,331.34,48705035
563,2020-01-21,330.9,332.18,330.82,331.3,77624157
564,2020-01-17,331.7,332.18,330.85,331.95,95778839
565,2020-01-16,329.7,330.92,329.45,330.92,53788867
566,2020-01-15,327.35,329.02,327.26,328.19,71870739
567,2020-01-14,327.47,328.62,326.84,327.45,62784185
568,2020-01-13,326.39,327.96,325.92,327.95,47026115
569,2020-01-10,327.29,327.46,325.2,325.71,53028660
570,2020-01-09,326.16,326.73,325.52,326.65,48421935
571,2020-01-08,322.94,325.78,322.67,324.45,68177241
572,2020-01-07,323.02,323.54,322.24,322.73,40461249
573,2020-01-06,320.49,323.73,320.36,323.64,55596982
574,2020-01-03,321.16,323.64,321.1,322.41,77708081
575,2020-01-02,323.54,324.89,322.53,324.87,59037072
576,2019-12-31,320.53,322.13,320.15,321.86,57059907
577,2019-12-30,322.95,323.1,320.55,321.08,49652827
578,2019-12-27,323.74,323.8,322.28,322.86,42523486
579,2019-12-26,321.65,322.95,321.64,322.94,30854382
580,2019-12-24,321.47,321.52,320.9,321.23,20270007
581,2019-12-23,321.59,321.65,321.06,321.22,52980805
582,2019-12-20,320.46,321.97,319.39,320.73,149214080
583,2019-12-19,319.8,320.98,319.52,320.9,85248597
584,2019-12-18,320.0,320.25,319.53,319.59,48721894
585,2019-12-17,319.92,320.25,319.48,319.57,61062693
586,2019-12-16,319.22,320.15,317.25,319.5,82723814
587,2019-12-13,316.87,318.67,316.02,317.32,81489263
588,2019-12-12,314.43,317.99,314.17,317.13,96035635
589,2019-12-11,314.03,314.7,313.44,314.42,46889653
590,2019-12-10,313.82,314.55,312.81,313.53,52609340
591,2019-12-09,314.44,315.18,313.8,313.88,34788380
592,2019-12-06,314.12,315.31,314.11,314.87,48926121
593,2019-12-05,312.23,312.25,310.58,312.02,40657041
594,2019-12-04,310.7,312.12,310.32,311.46,49007961
595,2019-12-03,308.65,309.64,307.13,309.55,74784721
596,2019-12-02,314.59,314.66,311.17,311.64,75719967
597,2019-11-29,314.86,315.13,314.06,314.31,36592740
598,2019-11-27,314.61,315.48,314.37,315.48,44260649
599,2019-11-26,313.41,314.28,313.06,314.08,37515200
600,2019-11-25,311.98,313.37,311.98,313.37,48606151
601,2019-11-22,311.09,311.24,309.85,310.96,44803329
602,2019-11-21,310.89,311.01,309.39,310.27,54403450
603,2019-11-20,311.28,311.85,309.06,310.77,79200298
604,2019-11-19,312.68,312.69,311.22,311.93,67663099
605,2019-11-18,311.53,312.28,311.03,312.02,49285964
606,2019-11-15,311.02,311.84,310.26,311.79,61990853
607,2019-11-14,308.79,309.64,308.09,309.55,51148052
608,2019-11-13,307.91,309.54,307.66,309.1,54261698
609,2019-11-12,308.75,309.99,308.15,309.0,46141997
610,2019-11-11,307.42,308.54,307.27,308.35,35775777
611,2019-11-08,307.8,309.0,307.03,308.94,49019213
612,2019-11-07,308.57,309.65,307.66,308.18,53823043
613,2019-11-06,307.03,307.4,306.06,307.1,46402927
614,2019-11-05,307.59,307.92,306.71,307.03,42809998
615,2019-11-04,307.85,308.0,306.96,307.37,60270655
616,2019-11-01,304.92,306.19,304.74,306.14,71071915
617,2019-10-31,304.13,304.13,301.73,303.33,68955393
618,2019-10-30,303.43,304.55,301.99,304.14,49542312
619,2019-10-29,303.0,304.23,302.86,303.21,44201626
620,2019-10-28,302.94,303.85,302.91,303.3,40174540
621,2019-10-25,299.74,302.2,299.68,301.6,45145150
622,2019-10-24,300.91,301.07,299.46,300.37,35688865
623,2019-10-23,298.73,299.94,298.5,299.88,34857719
624,2019-10-22,300.58,300.9,298.91,299.01,49028214
625,2019-10-21,299.42,300.21,298.94,299.99,39388285
626,2019-10-18,298.69,299.4,297.03,297.97,64293228
627,2019-10-17,299.68,300.24,298.52,299.28,46676445
628,2019-10-16,298.37,299.16,297.92,298.4,50293197
629,2019-10-15,297.1,299.7,296.97,298.88,48123837
630,2019-10-14,295.93,296.67,295.57,295.95,40467320
631,2019-10-11,296.27,298.74,296.14,296.28,101099695
632,2019-10-10,291.18,294.21,291.0,293.24,54459839
633,2019-10-09,290.75,292.3,290.06,291.27,64341784
634,2019-10-08,291.04,291.85,288.49,288.53,101367099
635,2019-10-07,293.47,295.26,292.77,293.08,60549809
636,2019-10-04,291.14,294.63,291.08,294.35,66737063
637,2019-10-03,287.81,290.45,284.82,290.42,85718095
638,2019-10-02,291.5,291.51,286.64,288.06,124208927
639,2019-10-01,297.74,298.46,293.0,293.24,89425082
640,2019-09-30,295.97,297.55,295.92,296.77,52438861
641,2019-09-27,297.83,297.95,293.69,295.4,84755721
642,2019-09-26,297.63,297.86,295.45,297.0,58594707
643,2019-09-25,295.96,298.11,294.33,297.62,73267803
644,2019-09-24,299.41,299.84,294.81,295.87,97160127
645,2019-09-23,297.55,299.0,297.27,298.21,47134009
646,2019-09-20,300.36,300.67,297.41,298.28,96939851
647,2019-09-19,301.53,302.63,300.71,301.08,77933334
648,2019-09-18,300.49,301.22,298.24,301.1,73875018
649,2019-09-17,299.94,301.02,299.75,300.92,42770135
650,2019-09-16,299.84,301.14,299.45,300.16,57934320
651,2019-09-13,301.78,302.17,300.68,301.09,62053458
652,2019-09-12,301.25,302.46,300.41,301.29,72546530
653,2019-09-11,298.47,300.34,297.75,300.25,68008165
654,2019-09-10,297.36,298.2,295.97,298.13,57698673
655,2019-09-09,299.14,299.24,297.16,298.2,51086154
656,2019-09-06,298.17,298.76,297.42,298.05,49510922
657,2019-09-05,296.79,298.83,294.0,297.82,83197295
658,2019-09-04,293.14,294.06,292.31,294.04,46813644
659,2019-09-03,290.57,291.58,289.27,290.74,69078772
660,2019-08-30,294.22,294.24,291.42,292.45,62831109
661,2019-08-29,291.72,293.16,290.61,292.58,57998913
662,2019-08-28,286.14,289.07,285.25,288.89,58891544
663,2019-08-27,289.54,289.95,286.03,286.87,68262998
664,2019-08-26,287.27,288.0,285.58,288.0,72620598
665,2019-08-23,290.92,292.76,283.47,284.85,149318151
666,2019-08-22,293.23,293.93,290.4,292.36,51739292
667,2019-08-21,292.48,292.86,291.72,292.45,49723430
668,2019-08-20,291.77,292.36,289.95,290.09,51652752
669,2019-08-19,292.19,293.08,291.44,292.33,53640153
670,2019-08-16,286.48,289.33,284.7138,288.85,85825286
671,2019-08-15,284.88,285.64,282.39,284.65,101929845
672,2019-08-14,288.07,288.74,283.76,283.9,135622053
673,2019-08-13,287.74,294.15,287.36,292.55,94792972
674,2019-08-12,289.96,291.61,287.02,288.07,62629500
675,2019-08-09,292.58,293.24,289.65,291.62,93729958
676,2019-08-08,289.62,293.62,289.01,293.62,87713904
677,2019-08-07,284.4,288.82,282.04,287.97,140572265
678,2019-08-06,285.91,288.04,284.28,287.8,120711682
679,2019-08-05,288.09,288.21,281.72,283.82,178745449
680,2019-08-02,293.85,294.12,290.9,292.62,116749695
681,2019-08-01,297.6,300.87,293.96,294.84,142646576
682,2019-07-31,300.99,301.2,295.2,297.43,104245162
683,2019-07-30,299.91,301.17,299.49,300.72,45849045
684,2019-07-29,301.88,302.01,300.85,301.46,38126462
685,2019-07-26,300.76,302.23,300.62,302.01,45084077
686,2019-07-25,300.94,301.0,299.11,300.0,55394074
687,2019-07-24,299.19,301.44,299.09,301.44,47213232
688,2019-07-23,299.14,300.03,298.22,300.03,44657973
689,2019-07-22,297.61,298.5,297.04,297.9,43687404
690,2019-07-19,300.04,300.07,296.98,297.17,71081238
691,2019-07-18,297.19,299.25,296.7,298.83,51701687
692,2019-07-17,299.75,299.93,297.74,297.74,44102443
693,2019-07-16,300.65,300.88,299.44,299.78,40567964
694,2019-07-15,301.13,301.13,300.19,300.75,33910261
695,2019-07-12,299.85,300.73,299.51,300.65,40354410
696,2019-07-11,299.32,299.58,298.2,299.31,50889481
697,2019-07-10,298.37,299.66,297.78,298.61,58595558
698,2019-07-09,295.54,297.52,295.48,297.19,41101279
699,2019-07-08,297.01,298.26,296.22,296.82,45841772
700,2019-07-05,297.44,298.64,296.01,298.46,51677326
701,2019-07-03,297.18,298.82,297.02,298.8,40898896
702,2019-07-02,295.61,296.49,294.68,296.43,61504544
703,2019-07-01,296.68,296.92,294.33,295.66,79107474
704,2019-06-28,292.58,293.55,292.01,293.0,59350929
705,2019-06-27,291.31,292.06,290.89,291.5,40355239
706,2019-06-26,291.75,292.31,290.35,290.47,51584902
707,2019-06-25,293.7,293.73,290.64,290.76,82028656
708,2019-06-24,294.23,294.58,293.47,293.64,47582730
709,2019-06-21,294.13,295.52,293.76,294.0,83309466
710,2019-06-20,296.04,296.31,293.13,295.86,116570017
711,2019-06-19,292.55,293.65,291.47,293.06,78674377
712,2019-06-18,291.39,293.57,290.99,292.4,85434823
713,2019-06-17,289.52,290.22,289.18,289.37,39205709
714,2019-06-14,289.26,289.93,288.41,289.26,52324716
715,2019-06-13,289.4,289.98,288.62,289.58,48945156
716,2019-06-12,288.64,289.26,287.82,288.39,47096312
717,2019-06-11,290.99,291.4,288.18,288.9,58641325
718,2019-06-10,289.37,290.82,288.87,288.97,60799053
719,2019-06-07,285.93,288.85,285.74,287.65,74272199
720,2019-06-06,283.29,285.55,282.57,284.8,69430381
721,2019-06-05,282.33,282.99,280.32,282.96,71169717
722,2019-06-04,277.12,280.68,276.62,280.53,77231889
723,2019-06-03,275.31,276.55,273.09,274.57,96427952
724,2019-05-31,276.2,277.12,275.24,275.27,86862782
725,2019-05-30,279.11,280.04,277.81,279.03,62523780
726,2019-05-29,278.91,279.36,276.71,278.27,104972927
727,2019-05-28,283.09,284.15,280.13,280.15,70029356
728,2019-05-24,283.74,284.2,282.09,282.78,55268095
729,2019-05-23,283.16,283.21,280.57,282.14,98733847
730,2019-05-22,285.45,286.69,285.1,285.63,49482472
731,2019-05-21,285.83,286.93,285.55,286.51,46847085
732,2019-05-20,284.06,285.96,283.12,283.95,62877610
733,2019-05-17,285.14,288.6,285.12,285.84,100353024
734,2019-05-16,285.84,289.21,285.76,287.7,76749643
735,2019-05-15,281.59,285.77,281.36,285.06,73956407
736,2019-05-14,281.99,285.1,281.85,283.4,77003230
737,2019-05-13,282.42,283.49,279.93,280.86,127290527
738,2019-05-10,285.62,288.94,282.3,288.1,112429293
739,2019-05-09,285.23,287.33,283.3,286.66,103471104
740,2019-05-08,287.53,289.43,286.87,287.53,91568287
741,2019-05-07,290.15,290.81,285.81,287.93,144729908
742,2019-05-06,289.25,293.31,288.9,292.82,107198069
743,2019-05-03,292.82,294.34,291.3,294.03,56543653
744,2019-05-02,291.68,292.7,289.52,291.18,65030170
745,2019-05-01,294.72,294.95,291.8,291.81,71671870
746,2019-04-30,293.49,294.34,291.92,294.02,81111733
747,2019-04-29,293.51,294.45,293.41,293.87,57197747
748,2019-04-26,292.1,293.49,291.24,293.41,50916423
749,2019-04-25,292.12,292.78,290.73,292.05,57770862
750,2019-04-24,292.79,293.16,292.07,292.23,50392914
751,2019-04-23,290.68,293.14,290.42,292.88,52246633
752,2019-04-22,289.17,290.44,289.07,290.27,40160140
753,2019-04-18,290.1,290.32,288.66,290.02,68708513
754,2019-04-17,291.4,291.43,288.99,289.45,58268295
755,2019-04-16,290.95,291.01,289.5,290.16,52153197
756,2019-04-15,290.24,290.35,289.08,289.97,49596685
757,2019-04-12,290.0,290.47,288.26,290.16,69727782
758,2019-04-11,288.83,288.84,287.58,288.21,55093100
759,2019-04-10,287.77,288.39,287.31,288.29,52601499
760,2019-04-09,287.72,288.08,286.7,287.31,66142316
761,2019-04-08,288.1,288.91,287.37,288.79,53566335
762,2019-04-05,287.92,288.63,287.6,288.57,58621729
763,2019-04-04,286.78,287.46,286.01,287.18,48997505
764,2019-04-03,287.32,287.76,285.75,286.42,68243202
765,2019-04-02,286.04,286.23,285.09,285.97,40070351
766,2019-04-01,284.7,286.16,284.4,285.83,77617945
767,2019-03-29,282.39,282.84,281.14,282.48,82186806
768,2019-03-28,280.35,281.21,279.07,280.71,56238545
769,2019-03-27,281.11,281.76,277.93,279.65,72224722
770,2019-03-26,280.99,282.18,279.56,281.12,68125920
771,2019-03-25,278.87,280.19,277.64,279.04,85575197
772,2019-03-22,283.22,283.8,279.18,279.25,122659286
773,2019-03-21,280.64,285.18,280.59,284.73,79550375
774,2019-03-20,282.16,283.5,280.32,281.55,84609210
775,2019-03-19,283.51,284.36,281.41,282.4,90268121
776,2019-03-18,281.55,282.66,281.3,282.33,62199806
777,2019-03-15,280.54,282.21,280.33,281.31,81308979
778,2019-03-14,281.37,281.84,280.67,281.16,67518366
779,2019-03-13,280.48,282.38,280.3,281.34,80639153
780,2019-03-12,279.06,280.07,278.85,279.49,79667530
781,2019-03-11,275.26,278.62,275.23,278.44,65098897
782,2019-03-08,272.94,274.65,272.42,274.46,85795799
783,2019-03-07,276.83,276.99,274.07,275.01,94885089
784,2019-03-06,279.15,279.16,276.97,277.33,75039771
785,2019-03-05,279.54,279.76,278.41,279.02,59114559
786,2019-03-04,281.6,281.87,276.84,279.4,106494637
787,2019-03-01,280.44,280.88,278.82,280.42,78880548
788,2019-02-28,278.96,279.45,278.32,278.68,69268293
789,2019-02-27,278.52,279.59,277.48,279.2,56921570
790,2019-02-26,279.13,280.3,278.9,279.32,56844101
791,2019-02-25,280.73,281.31,279.43,279.52,69030699
792,2019-02-22,278.11,279.36,277.4,279.14,78114616
793,2019-02-21,277.7,278.1,276.35,277.42,64214727
794,2019-02-20,277.81,278.92,277.25,278.41,76610767
795,2019-02-19,276.48,278.58,276.47,277.85,59120804
796,2019-02-15,276.36,277.41,276.13,277.37,97088659
797,2019-02-14,273.78,275.64,272.87,274.38,83234396
798,2019-02-13,275.03,275.93,274.56,274.99,65277204
799,2019-02-12,272.42,274.52,272.34,274.1,72270221
800,2019-02-11,271.2,271.49,270.03,270.62,68021423
801,2019-02-08,268.75,270.58,267.83,270.47,75788861
802,2019-02-07,270.94,271.55,268.29,270.14,95481961
803,2019-02-06,272.79,273.34,271.92,272.74,58347791
804,2019-02-05,272.44,273.44,271.88,273.1,79552774
805,2019-02-04,270.11,272.03,269.36,271.96,60744844
806,2019-02-01,270.15,271.2,269.18,270.06,85782524
807,2019-01-31,267.51,270.47,267.27,269.93,104012073
808,2019-01-30,265.1,268.52,264.25,267.58,92473671
809,2019-01-29,263.92,264.55,262.48,263.41,66136334
810,2019-01-28,263.39,263.83,261.79,263.76,85613655
811,2019-01-25,265.61,266.7,263.66,265.78,96883358
812,2019-01-24,263.21,264.2,262.08,263.55,59204139
813,2019-01-23,264.01,264.79,260.66,263.41,86030287
814,2019-01-22,264.82,265.06,261.06,262.86,115531183
815,2019-01-18,264.98,266.98,263.0,266.46,127900303
816,2019-01-17,260.01,263.92,259.96,262.96,96118435
817,2019-01-16,260.83,261.97,260.6,260.98,77636710
818,2019-01-15,257.82,260.7,257.81,260.35,85208271
819,2019-01-14,256.86,258.3,256.41,257.4,70908227
820,2019-01-11,257.68,259.01,257.03,258.98,73858110
821,2019-01-10,256.26,259.16,255.5,258.88,96823923
822,2019-01-09,257.56,258.91,256.19,257.97,95006554
823,2019-01-08,256.82,257.31,254.0,256.77,102512587
824,2019-01-07,252.69,255.95,251.69,254.38,103139100
825,2019-01-04,247.59,253.11,247.17,252.39,142628834
826,2019-01-03,248.23,248.57,243.67,244.21,144140692
827,2019-01-02,245.98,251.21,245.95,250.18,126925199
828,2018-12-31,249.56,250.19,247.47,249.92,144299370
829,2018-12-28,249.58,251.4,246.45,247.75,153100189
830,2018-12-27,242.57,248.29,238.96,248.07,186267342
831,2018-12-26,235.97,246.18,233.76,246.18,218485360
832,2018-12-24,239.04,240.84,234.27,234.34,147311588
833,2018-12-21,246.74,249.71,239.98,240.7,255345633
834,2018-12-20,249.86,251.62,244.65,247.17,252053377
835,2018-12-19,255.17,259.4,249.35,251.26,214992763
836,2018-12-18,257.2,257.95,253.28,255.08,134515094
837,2018-12-17,259.4,260.65,253.53,255.36,165492257
838,2018-12-14,262.96,264.03,259.85,260.47,116961071
839,2018-12-13,266.52,267.49,264.12,265.37,96662717
840,2018-12-12,267.47,269.0,265.37,265.46,97976706
841,2018-12-11,267.66,267.87,262.48,264.13,121504431
842,2018-12-10,263.37,265.16,258.62,264.07,151445885
843,2018-12-07,269.46,271.22,262.63,263.57,161018923
844,2018-12-06,265.92,269.97,262.44,269.84,204185411
845,2018-12-04,278.37,278.85,269.9,270.25,177986013
846,2018-12-03,280.28,280.4,277.51,279.3,103017719
847,2018-11-30,273.81,276.28,273.45,275.65,98204190
848,2018-11-29,273.71,275.55,272.43,273.98,82346420
849,2018-11-28,269.6,274.58,268.33,274.58,127629633
850,2018-11-27,266.34,268.4,265.66,268.4,75502441
851,2018-11-26,265.78,267.75,265.34,267.5,79981362
852,2018-11-23,263.18,264.82,263.07,263.25,42807878
853,2018-11-21,265.86,267.15,265.01,265.02,75563743
854,2018-11-20,265.36,267.0,263.15,264.12,136021311
855,2018-11-19,273.05,273.38,268.07,269.1,103061706
856,2018-11-16,271.79,274.75,271.21,273.73,126668040
857,2018-11-15,268.78,273.54,267.01,273.02,135101437
858,2018-11-14,274.16,274.61,268.45,270.2,125335931
859,2018-11-13,273.09,275.33,271.25,272.06,98176610
860,2018-11-12,277.19,277.46,271.99,272.57,99673574
861,2018-11-09,279.03,279.24,276.18,277.76,98812561
862,2018-11-08,280.11,281.22,279.22,280.5,65584886
863,2018-11-07,277.56,281.1,277.08,281.01,102752099
864,2018-11-06,273.32,275.3,273.25,275.12,60085894
865,2018-11-05,272.44,274.01,271.35,273.39,65622482
866,2018-11-02,274.75,275.23,269.59,271.89,122634107
867,2018-11-01,271.6,273.73,270.38,273.51,99495037
